-9.41259e-17;9.41259e-17,-8.59883e-17;0.312616,-6.29825e-17;0.571178,-2.90865e-17;0.730978,9.83884e-18;0.764386,4.70629e-17;0.665624,7.61494e-17;0.45177,9.2069e-17;0.1598,9.2069e-17;-0.1598,7.61494e-17;-0.45177,4.70629e-17;-0.665624,9.83884e-18;-0.764386,-2.90865e-17;-0.730978,-6.29825e-17;-0.571178,-8.59883e-17;-0.312616,-9.41259e-17;-7.76777e-16
-0.312616;8.59883e-17,-0.285589;0.285589,-0.209181;0.521797,-0.0966037;0.667782,0.0326773;0.698301,0.156308;0.608078,0.252912;0.412712,0.305785;0.145985,0.305785;-0.145985,0.252912;-0.412712,0.156308;-0.608078,0.0326773;-0.698301,-0.0966037;-0.667782,-0.209181;-0.521797,-0.285589;-0.285589,-0.312616;-7.09621e-16
-0.571178;6.29825e-17,-0.521797;0.209181,-0.382193;0.382193,-0.176504;0.48912,0.0597044;0.511474,0.285589;0.445389,0.462093;0.302293,0.558697;0.106927,0.558697;-0.106927,0.462093;-0.302293,0.285589;-0.445389,0.0597044;-0.511474,-0.176504;-0.48912,-0.382193;-0.382193,-0.521797;-0.209181,-0.571178;-5.19765e-16
-0.730978;2.90865e-17,-0.667782;0.0966037,-0.48912;0.176504,-0.225885;0.225885,0.0764081;0.236208,0.365489;0.205689,0.591374;0.139604,0.715005;0.049381,0.715005;-0.049381,0.591374;-0.139604,0.365489;-0.205689,0.0764081;-0.236208,-0.225885;-0.225885,-0.48912;-0.176504,-0.667782;-0.0966037,-0.730978;-2.40037e-16
-0.764386;-9.83884e-18,-0.698301;-0.0326773,-0.511474;-0.0597044,-0.236208;-0.0764081,0.0799001;-0.0799001,0.382193;-0.0695766,0.618401;-0.0472228,0.747682;-0.0167037,0.747682;0.0167037,0.618401;0.0472228,0.382193;0.0695766,0.0799001;0.0799001,-0.236208;0.0764081,-0.511474;0.0597044,-0.698301;0.0326773,-0.764386;8.11953e-17
-0.665624;-4.70629e-17,-0.608078;-0.156308,-0.445389;-0.285589,-0.205689;-0.365489,0.0695766;-0.382193,0.332812;-0.332812,0.538501;-0.225885,0.651078;-0.0799001,0.651078;0.0799001,0.538501;0.225885,0.332812;0.332812,0.0695766;0.382193,-0.205689;0.365489,-0.445389;0.285589,-0.608078;0.156308,-0.665624;3.88388e-16
-0.45177;-7.61494e-17,-0.412712;-0.252912,-0.302293;-0.462093,-0.139604;-0.591374,0.0472228;-0.618401,0.225885;-0.538501,0.365489;-0.365489,0.441897;-0.129281,0.441897;0.129281,0.365489;0.365489,0.225885;0.538501,0.0472228;0.618401,-0.139604;0.591374,-0.302293;0.462093,-0.412712;0.252912,-0.45177;6.28425e-16
-0.1598;-9.2069e-17,-0.145985;-0.305785,-0.106927;-0.558697,-0.049381;-0.715005,0.0167037;-0.747682,0.0799001;-0.651078,0.129281;-0.441897,0.156308;-0.156308,0.156308;0.156308,0.129281;0.441897,0.0799001;0.651078,0.0167037;0.747682,-0.049381;0.715005,-0.106927;0.558697,-0.145985;0.305785,-0.1598;7.59802e-16
0.1598;-9.2069e-17,0.145985;-0.305785,0.106927;-0.558697,0.049381;-0.715005,-0.0167037;-0.747682,-0.0799001;-0.651078,-0.129281;-0.441897,-0.156308;-0.156308,-0.156308;0.156308,-0.129281;0.441897,-0.0799001;0.651078,-0.0167037;0.747682,0.049381;0.715005,0.106927;0.558697,0.145985;0.305785,0.1598;7.59802e-16
0.45177;-7.61494e-17,0.412712;-0.252912,0.302293;-0.462093,0.139604;-0.591374,-0.0472228;-0.618401,-0.225885;-0.538501,-0.365489;-0.365489,-0.441897;-0.129281,-0.441897;0.129281,-0.365489;0.365489,-0.225885;0.538501,-0.0472228;0.618401,0.139604;0.591374,0.302293;0.462093,0.412712;0.252912,0.45177;6.28425e-16
0.665624;-4.70629e-17,0.608078;-0.156308,0.445389;-0.285589,0.205689;-0.365489,-0.0695766;-0.382193,-0.332812;-0.332812,-0.538501;-0.225885,-0.651078;-0.0799001,-0.651078;0.0799001,-0.538501;0.225885,-0.332812;0.332812,-0.0695766;0.382193,0.205689;0.365489,0.445389;0.285589,0.608078;0.156308,0.665624;3.88388e-16
0.764386;-9.83884e-18,0.698301;-0.0326773,0.511474;-0.0597044,0.236208;-0.0764081,-0.0799001;-0.0799001,-0.382193;-0.0695766,-0.618401;-0.0472228,-0.747682;-0.0167037,-0.747682;0.0167037,-0.618401;0.0472228,-0.382193;0.0695766,-0.0799001;0.0799001,0.236208;0.0764081,0.511474;0.0597044,0.698301;0.0326773,0.764386;8.11953e-17
0.730978;2.90865e-17,0.667782;0.0966037,0.48912;0.176504,0.225885;0.225885,-0.0764081;0.236208,-0.365489;0.205689,-0.591374;0.139604,-0.715005;0.049381,-0.715005;-0.049381,-0.591374;-0.139604,-0.365489;-0.205689,-0.0764081;-0.236208,0.225885;-0.225885,0.48912;-0.176504,0.667782;-0.0966037,0.730978;-2.40037e-16
0.571178;6.29825e-17,0.521797;0.209181,0.382193;0.382193,0.176504;0.48912,-0.0597044;0.511474,-0.285589;0.445389,-0.462093;0.302293,-0.558697;0.106927,-0.558697;-0.106927,-0.462093;-0.302293,-0.285589;-0.445389,-0.0597044;-0.511474,0.176504;-0.48912,0.382193;-0.382193,0.521797;-0.209181,0.571178;-5.19765e-16
0.312616;8.59883e-17,0.285589;0.285589,0.209181;0.521797,0.0966037;0.667782,-0.0326773;0.698301,-0.156308;0.608078,-0.252912;0.412712,-0.305785;0.145985,-0.305785;-0.145985,-0.252912;-0.412712,-0.156308;-0.608078,-0.0326773;-0.698301,0.0966037;-0.667782,0.209181;-0.521797,0.285589;-0.285589,0.312616;-7.09621e-16
7.76777e-16;9.41259e-17,7.09621e-16;0.312616,5.19765e-16;0.571178,2.40037e-16;0.730978,-8.11953e-17;0.764386,-3.88388e-16;0.665624,-6.28425e-16;0.45177,-7.59802e-16;0.1598,-7.59802e-16;-0.1598,-6.28425e-16;-0.45177,-3.88388e-16;-0.665624,-8.11953e-17;-0.764386,2.40037e-16;-0.730978,5.19765e-16;-0.571178,7.09621e-16;-0.312616,7.76777e-16;-7.76777e-16